Season,Team_name,Id,Squad_num,Player_name,Player_name_en,National
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2021,안산,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2019,서울E,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
2018,광주,20180339,11,두아르테,ROBSON CARLOS DUARTE,브라질
